survey_id,customer_id,survey_date,survey_type,nps_score,satisfaction_score,ease_of_use,would_recommend,payment_method_used
SRV002109,CUST00750,2024-06-01,Post-Purchase,,4,5,Yes,Visa
SRV002110,CUST00444,2024-04-18,Post-Purchase,,5,1,Yes,Mastercard
SRV002111,CUST00550,2023-12-01,NPS,6.0,4,2,Yes,Debit
SRV002112,CUST00722,2022-07-27,NPS,8.0,5,3,Yes,Mastercard
SRV002113,CUST00954,2023-12-03,Post-Purchase,,3,4,Yes,Mastercard
SRV002114,CUST00324,2022-05-14,Annual,,4,4,Yes,Mastercard
SRV002115,CUST00612,2022-12-09,Post-Purchase,,5,2,Yes,Mastercard
SRV002116,CUST00396,2022-02-06,Post-Purchase,,4,1,No,Debit
SRV002117,CUST00091,2022-11-22,Post-Purchase,,2,5,No,Visa
SRV002118,CUST00010,2024-07-18,Post-Purchase,,3,1,Yes,Visa
SRV002119,CUST00787,2023-06-15,Post-Purchase,,4,2,Yes,Visa
SRV002120,CUST00445,2023-01-25,NPS,7.0,5,3,No,Debit
SRV002121,CUST00877,2024-04-25,Post-Purchase,,4,1,Yes,Mastercard
SRV002122,CUST00290,2024-05-08,NPS,7.0,4,5,Maybe,Mastercard
SRV002123,CUST00253,2022-12-03,Post-Purchase,,4,4,No,Visa
SRV002124,CUST00328,2023-03-02,Annual,,5,2,Maybe,Debit
SRV002125,CUST00727,2022-06-18,Post-Purchase,,5,3,Yes,Visa
SRV002126,CUST00529,2023-04-09,Post-Purchase,,5,5,Maybe,Mastercard
SRV002127,CUST00178,2023-11-18,Post-Purchase,,4,1,No,Mastercard
SRV002128,CUST00547,2024-05-01,NPS,9.0,5,3,Yes,Mastercard
SRV002129,CUST00038,2023-08-17,Annual,,3,5,Maybe,Debit
SRV002130,CUST00397,2024-08-15,NPS,7.0,5,5,Yes,Mastercard
SRV002131,CUST00499,2022-01-16,NPS,8.0,4,4,Maybe,Visa
SRV002132,CUST00945,2023-03-16,Post-Purchase,,5,3,Yes,Mastercard
SRV002133,CUST00343,2023-06-19,Post-Purchase,,4,5,No,Mastercard
SRV002134,CUST00594,2022-07-20,Post-Purchase,,3,2,Yes,Visa
SRV002135,CUST00151,2023-11-21,Post-Purchase,,4,5,Yes,Mastercard
SRV002136,CUST00679,2022-05-18,NPS,9.0,4,5,No,Cash
SRV002137,CUST00436,2024-09-08,Post-Purchase,,3,1,No,Mastercard
SRV002138,CUST00125,2024-09-01,Post-Purchase,,5,3,No,Visa
SRV002139,CUST00906,2023-05-23,NPS,7.0,5,1,Yes,Mastercard
SRV002140,CUST00046,2023-02-09,Post-Purchase,,4,5,No,Debit
SRV002141,CUST00112,2023-04-16,Annual,,4,1,No,Debit
SRV002142,CUST00251,2024-07-17,NPS,8.0,4,2,Yes,Mastercard
SRV002143,CUST00588,2022-11-28,Post-Purchase,,3,1,Yes,Visa
SRV002144,CUST00797,2024-11-02,NPS,5.0,4,2,No,Debit
SRV002145,CUST00223,2023-02-12,Post-Purchase,,3,2,Yes,Visa
SRV002146,CUST00390,2024-05-12,Post-Purchase,,4,2,Yes,Debit
SRV002147,CUST00010,2023-03-18,NPS,7.0,4,3,Yes,Visa
SRV002148,CUST00778,2024-04-07,Annual,,5,1,Yes,Visa
SRV002149,CUST00704,2024-10-27,Post-Purchase,,4,3,Maybe,Mastercard
SRV002150,CUST00600,2024-01-14,Post-Purchase,,1,4,No,Debit
SRV002151,CUST00036,2023-01-09,NPS,7.0,5,2,Yes,Mastercard
SRV002152,CUST00540,2024-11-30,Post-Purchase,,5,4,Yes,Debit
SRV002153,CUST00307,2024-09-21,NPS,6.0,4,1,Yes,Debit
SRV002154,CUST00391,2024-09-25,Post-Purchase,,4,3,No,Debit
SRV002155,CUST00091,2022-03-02,NPS,9.0,3,3,Yes,Visa
SRV002156,CUST00181,2023-12-23,Post-Purchase,,5,4,Maybe,Mastercard
SRV002157,CUST00665,2024-09-13,NPS,9.0,4,1,Yes,Mastercard
SRV002158,CUST00618,2022-07-09,Post-Purchase,,4,2,Yes,Debit
SRV002159,CUST00018,2024-08-24,Post-Purchase,,2,5,Yes,Visa
SRV002160,CUST00452,2024-03-26,NPS,7.0,5,3,Yes,Mastercard
SRV002161,CUST00086,2024-05-22,NPS,7.0,5,1,Maybe,Debit
SRV002162,CUST00790,2022-03-08,Post-Purchase,,4,3,Yes,Mastercard
SRV002163,CUST00652,2024-02-18,NPS,5.0,4,2,Yes,Mastercard
SRV002164,CUST00820,2023-06-30,Annual,,5,1,Maybe,Mastercard
SRV002165,CUST00023,2024-05-16,NPS,3.0,5,2,Yes,Visa
SRV002166,CUST00257,2022-03-19,Annual,,3,1,Yes,Visa
SRV002167,CUST00634,2022-04-21,Post-Purchase,,4,2,Yes,Cash
SRV002168,CUST00928,2023-10-10,Post-Purchase,,4,1,Yes,Mastercard
SRV002169,CUST00100,2023-07-07,NPS,7.0,5,5,Yes,Cash
SRV002170,CUST00163,2024-10-10,NPS,8.0,2,4,Maybe,Debit
SRV002171,CUST00406,2023-09-16,Post-Purchase,,1,5,Yes,Visa
SRV002172,CUST00970,2023-08-03,NPS,5.0,5,5,No,Visa
SRV002173,CUST00580,2022-08-15,NPS,3.0,4,4,Yes,Debit
SRV002174,CUST00602,2024-05-23,Post-Purchase,,3,3,No,Mastercard
SRV002175,CUST00382,2022-08-27,Post-Purchase,,4,3,Yes,Mastercard
SRV002176,CUST00489,2022-06-07,Post-Purchase,,4,3,Yes,Mastercard
SRV002177,CUST00792,2024-02-05,Post-Purchase,,5,1,Yes,Cash
SRV002178,CUST00164,2022-01-11,Post-Purchase,,5,1,No,Visa
SRV002179,CUST00195,2024-01-21,NPS,10.0,3,5,No,Mastercard
SRV002180,CUST00522,2024-07-05,Annual,,5,1,Yes,Cash
SRV002181,CUST00085,2024-12-11,NPS,6.0,2,4,No,Cash
SRV002182,CUST00557,2022-08-13,NPS,7.0,4,5,Maybe,Debit
SRV002183,CUST00015,2022-09-08,Post-Purchase,,2,1,No,Visa
SRV002184,CUST00706,2024-06-09,Post-Purchase,,4,5,Yes,Gift Card
SRV002185,CUST00840,2023-02-26,Post-Purchase,,3,1,Yes,Debit
SRV002186,CUST00078,2024-10-20,NPS,9.0,4,3,Yes,Visa
SRV002187,CUST00560,2022-02-23,NPS,2.0,5,5,Yes,Debit
SRV002188,CUST00117,2024-03-12,Annual,,3,2,No,Mastercard
SRV002189,CUST00415,2022-08-23,Post-Purchase,,5,4,Yes,Visa
SRV002190,CUST00219,2023-12-16,NPS,2.0,3,2,Maybe,Gift Card
SRV002191,CUST00426,2022-09-01,NPS,5.0,5,2,Yes,Mastercard
SRV002192,CUST00902,2024-07-24,Post-Purchase,,4,5,Yes,Mastercard
SRV002193,CUST00495,2022-04-05,NPS,5.0,4,5,No,Gift Card
SRV002194,CUST00131,2024-11-25,NPS,6.0,5,1,Yes,Debit
SRV002195,CUST00696,2024-02-27,NPS,4.0,4,1,Yes,Visa
SRV002196,CUST00829,2024-05-04,NPS,10.0,3,5,Yes,Mastercard
SRV002197,CUST00886,2024-06-13,Post-Purchase,,4,5,No,Cash
SRV002198,CUST00905,2023-04-17,NPS,2.0,3,1,No,Debit
SRV002199,CUST00935,2022-04-12,Post-Purchase,,5,1,No,Visa
SRV002200,CUST00726,2024-07-14,Post-Purchase,,3,2,Yes,Visa
SRV002201,CUST00149,2024-07-20,NPS,9.0,5,1,No,Mastercard
SRV002202,CUST00533,2022-09-09,Post-Purchase,,4,2,Maybe,Mastercard
SRV002203,CUST00596,2023-01-25,Post-Purchase,,5,3,Yes,Mastercard
SRV002204,CUST00707,2023-09-04,Post-Purchase,,5,3,No,Mastercard
SRV002205,CUST00096,2022-01-06,NPS,5.0,3,3,Yes,Debit
SRV002206,CUST00387,2024-07-09,Annual,,3,1,Yes,Visa
SRV002207,CUST00415,2023-03-09,Post-Purchase,,3,3,Maybe,Visa
SRV002208,CUST00690,2023-04-12,NPS,4.0,5,3,Yes,Mastercard
SRV002209,CUST00646,2024-05-28,NPS,9.0,1,2,No,Mastercard
SRV002210,CUST00515,2023-11-06,Post-Purchase,,1,3,Yes,Debit
SRV002211,CUST00416,2024-05-01,Post-Purchase,,5,1,Yes,Mastercard
SRV002212,CUST00592,2022-03-24,Post-Purchase,,2,1,Yes,Debit
SRV002213,CUST00668,2024-05-17,NPS,7.0,5,2,Maybe,Mastercard
SRV002214,CUST00569,2024-10-14,Post-Purchase,,5,2,Yes,Mastercard
SRV002215,CUST00360,2023-05-09,NPS,6.0,4,3,Maybe,Mastercard
SRV002216,CUST00637,2022-06-14,Annual,,5,3,Yes,Visa
SRV002217,CUST00594,2024-02-15,NPS,9.0,3,2,No,Visa
SRV002218,CUST00328,2023-06-08,Post-Purchase,,2,5,Yes,Debit
SRV002219,CUST00778,2023-12-24,Post-Purchase,,5,1,Yes,Visa
SRV002220,CUST00868,2024-01-14,NPS,10.0,3,5,Maybe,Mastercard
SRV002221,CUST00519,2024-08-07,NPS,4.0,5,2,Maybe,Gift Card
SRV002222,CUST00767,2024-11-08,Post-Purchase,,4,4,Yes,Visa
SRV002223,CUST00759,2023-06-28,Post-Purchase,,2,2,Yes,Visa
SRV002224,CUST00621,2023-05-30,Post-Purchase,,4,4,No,Debit
SRV002225,CUST00584,2022-08-03,Annual,,5,4,No,Cash
SRV002226,CUST00935,2022-08-10,NPS,1.0,4,2,Yes,Visa
SRV002227,CUST00949,2023-05-29,Post-Purchase,,4,1,Yes,Mastercard
SRV002228,CUST00656,2022-01-18,Post-Purchase,,4,5,No,Debit
SRV002229,CUST00162,2022-10-23,NPS,5.0,2,1,Yes,Debit
SRV002230,CUST00458,2024-10-30,Post-Purchase,,5,5,Yes,Visa
SRV002231,CUST00757,2023-10-17,Post-Purchase,,4,4,Yes,Visa
SRV002232,CUST00238,2023-03-09,NPS,9.0,4,3,Yes,Debit
SRV002233,CUST00193,2022-01-27,NPS,8.0,1,5,Yes,Visa
SRV002234,CUST00198,2024-08-17,NPS,10.0,4,3,Yes,Mastercard
SRV002235,CUST00764,2022-12-09,Annual,,4,3,No,Mastercard
SRV002236,CUST00754,2024-12-02,Post-Purchase,,1,2,No,Mastercard
SRV002237,CUST00156,2023-02-14,NPS,5.0,1,2,No,Debit
SRV002238,CUST00900,2024-01-02,Post-Purchase,,5,3,Yes,Mastercard
SRV002239,CUST00150,2024-05-15,Annual,,4,3,Maybe,Visa
SRV002240,CUST00985,2024-07-16,Post-Purchase,,5,3,Yes,Mastercard
SRV002241,CUST00681,2024-07-21,Post-Purchase,,3,5,Yes,Debit
SRV002242,CUST00248,2023-06-24,Annual,,4,5,No,Cash
SRV002243,CUST00541,2022-06-24,Annual,,4,5,Maybe,Mastercard
SRV002244,CUST00797,2024-02-05,NPS,5.0,3,1,Yes,Debit
SRV002245,CUST00887,2024-08-31,NPS,8.0,5,2,No,Visa
SRV002246,CUST00478,2023-07-12,NPS,9.0,4,5,Yes,Visa
SRV002247,CUST00325,2023-07-24,Post-Purchase,,5,1,No,Debit
SRV002248,CUST00522,2023-07-23,NPS,8.0,3,3,Maybe,Cash
SRV002249,CUST00154,2024-02-08,NPS,9.0,5,3,No,Mastercard
SRV002250,CUST00528,2022-01-27,Post-Purchase,,5,1,No,Debit
SRV002251,CUST00577,2022-01-04,NPS,9.0,5,2,Yes,Debit
SRV002252,CUST00461,2023-10-05,Post-Purchase,,5,1,Maybe,Mastercard
SRV002253,CUST00152,2022-03-12,NPS,1.0,5,5,No,Visa
SRV002254,CUST00699,2023-12-04,Post-Purchase,,5,4,Yes,Debit
SRV002255,CUST00658,2023-05-05,NPS,5.0,5,5,Yes,Visa
SRV002256,CUST00934,2022-12-06,Post-Purchase,,4,3,Yes,Debit
SRV002257,CUST00512,2023-12-05,Post-Purchase,,5,4,Yes,Mastercard
SRV002258,CUST00453,2022-10-30,Post-Purchase,,3,3,Yes,Mastercard
SRV002259,CUST00549,2024-03-20,Post-Purchase,,5,4,Yes,Cash
SRV002260,CUST00024,2023-01-19,Annual,,4,1,Yes,Cash
SRV002261,CUST00722,2023-08-07,NPS,9.0,2,2,Yes,Mastercard
SRV002262,CUST00505,2022-12-06,NPS,10.0,4,2,Maybe,Debit
SRV002263,CUST00355,2023-08-27,Post-Purchase,,5,4,Maybe,Mastercard
SRV002264,CUST00336,2023-08-25,NPS,10.0,5,3,Yes,Mastercard
SRV002265,CUST00473,2022-12-24,Post-Purchase,,3,4,Yes,Visa
SRV002266,CUST00983,2023-12-04,Post-Purchase,,4,3,Yes,Visa
SRV002267,CUST00202,2023-02-04,Post-Purchase,,5,4,Yes,Mastercard
SRV002268,CUST00255,2022-01-14,NPS,8.0,4,2,Yes,Mastercard
SRV002269,CUST00165,2022-07-19,Post-Purchase,,5,5,Yes,Gift Card
SRV002270,CUST00618,2023-02-08,NPS,10.0,1,3,No,Debit
SRV002271,CUST00405,2022-09-26,Annual,,5,4,Yes,Cash
SRV002272,CUST00592,2022-03-17,Annual,,4,5,Yes,Debit
SRV002273,CUST00610,2023-01-11,NPS,10.0,4,2,Yes,Gift Card
SRV002274,CUST00964,2023-10-29,Post-Purchase,,4,3,Maybe,Cash
SRV002275,CUST00252,2024-08-26,Post-Purchase,,5,4,Yes,Debit
SRV002276,CUST00022,2022-09-20,NPS,4.0,2,2,Yes,Debit
SRV002277,CUST00252,2024-04-23,Post-Purchase,,5,4,No,Debit
SRV002278,CUST00892,2024-09-29,NPS,8.0,4,4,No,Cash
SRV002279,CUST00117,2024-08-22,NPS,8.0,4,3,Maybe,Mastercard
SRV002280,CUST00823,2022-08-26,NPS,4.0,5,1,Yes,Cash
SRV002281,CUST00811,2024-02-03,Annual,,5,2,No,Mastercard
SRV002282,CUST00757,2024-05-19,Post-Purchase,,2,5,No,Visa
SRV002283,CUST00503,2024-03-30,Post-Purchase,,4,5,Yes,Debit
SRV002284,CUST00452,2024-03-20,Post-Purchase,,5,5,Yes,Mastercard
SRV002285,CUST00513,2022-05-10,NPS,4.0,2,5,No,Debit
SRV002286,CUST00979,2024-11-05,NPS,7.0,4,3,No,Cash
SRV002287,CUST00111,2022-06-07,NPS,10.0,4,4,No,Mastercard
SRV002288,CUST00727,2024-10-09,NPS,7.0,2,5,Yes,Visa
SRV002289,CUST00463,2022-02-05,Post-Purchase,,3,3,Yes,Visa
SRV002290,CUST00939,2024-12-16,Post-Purchase,,3,5,Yes,Visa
SRV002291,CUST00030,2023-01-14,Post-Purchase,,5,1,Yes,Mastercard
SRV002292,CUST00501,2024-10-14,Post-Purchase,,5,5,Yes,Mastercard
SRV002293,CUST00922,2022-02-24,Post-Purchase,,4,2,Yes,Mastercard
SRV002294,CUST00269,2024-11-06,NPS,10.0,5,5,No,Visa
SRV002295,CUST00816,2024-02-10,Post-Purchase,,3,1,No,Visa
SRV002296,CUST00793,2024-11-09,NPS,5.0,4,4,Yes,Visa
SRV002297,CUST00412,2023-04-28,NPS,10.0,4,1,No,Debit
SRV002298,CUST00113,2023-08-22,NPS,7.0,5,4,Yes,Mastercard
SRV002299,CUST00871,2023-01-27,Post-Purchase,,3,3,Maybe,Debit
SRV002300,CUST00021,2022-09-04,Annual,,4,1,Yes,Cash
SRV002301,CUST00166,2023-08-17,Annual,,1,1,Yes,Debit
SRV002302,CUST00606,2022-12-25,Annual,,4,4,Yes,Visa
SRV002303,CUST00482,2023-09-27,NPS,8.0,4,1,Yes,Debit
SRV002304,CUST00825,2022-12-30,NPS,6.0,5,5,Maybe,Gift Card
SRV002305,CUST00084,2022-04-13,Post-Purchase,,3,5,Yes,Mastercard
SRV002306,CUST00578,2022-10-18,Post-Purchase,,5,2,Maybe,Mastercard
SRV002307,CUST00295,2022-07-25,Post-Purchase,,5,5,No,Visa
SRV002308,CUST00881,2024-06-06,Post-Purchase,,3,5,Yes,Mastercard
SRV002309,CUST00893,2022-03-17,Post-Purchase,,5,2,No,Mastercard
SRV002310,CUST00266,2023-03-27,Post-Purchase,,5,5,Yes,Mastercard
SRV002311,CUST00734,2024-12-10,Post-Purchase,,5,5,Yes,Mastercard
SRV002312,CUST00965,2024-06-28,Annual,,3,4,Yes,Debit
SRV002313,CUST00441,2024-11-28,Post-Purchase,,5,1,Yes,Mastercard
SRV002314,CUST00577,2023-01-21,NPS,9.0,2,1,No,Debit
SRV002315,CUST00235,2024-04-17,Post-Purchase,,4,1,Yes,Mastercard
SRV002316,CUST00836,2022-04-24,Post-Purchase,,5,1,Maybe,Gift Card
SRV002317,CUST00107,2023-01-12,NPS,7.0,1,1,Yes,Cash
SRV002318,CUST00550,2022-04-15,NPS,7.0,5,4,Yes,Debit
SRV002319,CUST00255,2024-05-22,NPS,8.0,5,2,Yes,Mastercard
SRV002320,CUST00189,2022-12-01,Post-Purchase,,4,5,Maybe,Visa
SRV002321,CUST00307,2022-03-04,Post-Purchase,,4,2,Yes,Debit
SRV002322,CUST00212,2023-02-25,Post-Purchase,,5,1,Yes,Mastercard
SRV002323,CUST00254,2023-02-24,Annual,,5,2,Maybe,Mastercard
SRV002324,CUST00046,2023-10-10,NPS,1.0,4,3,Yes,Debit
SRV002325,CUST00540,2023-01-03,Annual,,2,4,Maybe,Debit
SRV002326,CUST00133,2023-03-21,NPS,7.0,2,3,Yes,Mastercard
SRV002327,CUST00861,2023-05-16,NPS,9.0,3,4,Yes,Mastercard
SRV002328,CUST00903,2022-06-29,Annual,,4,4,Yes,Mastercard
SRV002329,CUST00227,2022-05-23,NPS,9.0,3,1,Maybe,Gift Card
SRV002330,CUST00700,2022-03-25,NPS,7.0,4,3,Yes,Cash
SRV002331,CUST00320,2022-04-13,NPS,6.0,4,2,Yes,Mastercard
SRV002332,CUST00526,2022-09-10,NPS,9.0,1,2,Yes,Visa
SRV002333,CUST00897,2022-10-30,Post-Purchase,,4,3,No,Mastercard
SRV002334,CUST00617,2024-04-28,NPS,9.0,2,4,Maybe,Mastercard
SRV002335,CUST00480,2023-10-30,Post-Purchase,,4,2,No,Mastercard
SRV002336,CUST00808,2024-01-17,NPS,10.0,4,4,Yes,Mastercard
SRV002337,CUST00623,2024-06-03,Annual,,4,1,Yes,Visa
SRV002338,CUST00688,2023-04-10,Post-Purchase,,4,2,No,Cash
SRV002339,CUST00235,2023-09-15,NPS,9.0,4,1,Yes,Mastercard
SRV002340,CUST00304,2023-01-19,NPS,5.0,5,1,Yes,Debit
SRV002341,CUST00684,2022-02-17,Post-Purchase,,5,5,No,Mastercard
SRV002342,CUST00420,2022-11-29,Post-Purchase,,3,4,Maybe,Visa
SRV002343,CUST00236,2023-04-15,NPS,10.0,3,2,Yes,Debit
SRV002344,CUST00241,2024-03-29,Post-Purchase,,4,1,Yes,Visa
SRV002345,CUST00990,2022-09-07,Post-Purchase,,4,1,Yes,Cash
SRV002346,CUST00689,2023-09-26,NPS,7.0,5,3,No,Mastercard
SRV002347,CUST00134,2023-09-01,Post-Purchase,,5,5,Yes,Mastercard
SRV002348,CUST00792,2022-04-15,Annual,,4,3,No,Cash
SRV002349,CUST00423,2022-06-24,NPS,10.0,5,5,Yes,Mastercard
SRV002350,CUST00951,2024-05-21,NPS,7.0,4,4,Maybe,Mastercard
SRV002351,CUST00779,2023-01-05,Post-Purchase,,4,4,No,Mastercard
SRV002352,CUST00722,2022-06-22,Annual,,5,5,No,Mastercard
SRV002353,CUST00364,2024-11-04,Post-Purchase,,5,4,Yes,Mastercard
SRV002354,CUST00225,2024-01-21,Post-Purchase,,3,5,Yes,Visa
SRV002355,CUST00315,2022-02-04,NPS,8.0,5,4,No,Debit
SRV002356,CUST00679,2023-02-11,NPS,2.0,2,4,Yes,Cash
SRV002357,CUST00018,2024-03-23,NPS,2.0,3,4,No,Visa
SRV002358,CUST00283,2023-10-13,NPS,10.0,1,1,Yes,Visa
SRV002359,CUST00720,2022-05-26,Annual,,4,2,Yes,Cash
SRV002360,CUST00526,2022-10-06,Annual,,5,2,Yes,Visa
SRV002361,CUST00958,2022-01-08,Post-Purchase,,4,2,Yes,Mastercard
SRV002362,CUST00994,2022-02-04,NPS,8.0,4,4,Yes,Cash
SRV002363,CUST00924,2022-03-25,NPS,7.0,3,4,Yes,Debit
SRV002364,CUST00629,2022-09-04,Annual,,4,1,Yes,Visa
SRV002365,CUST00575,2022-10-14,NPS,4.0,5,1,Yes,Gift Card
SRV002366,CUST00170,2024-05-16,NPS,7.0,3,3,Yes,Mastercard
SRV002367,CUST00117,2022-10-04,NPS,9.0,5,2,Yes,Mastercard
SRV002368,CUST00851,2023-05-28,NPS,6.0,4,2,No,Mastercard
SRV002369,CUST00329,2023-07-25,Post-Purchase,,3,3,Yes,Mastercard
SRV002370,CUST00790,2024-11-09,NPS,10.0,2,2,Yes,Mastercard
SRV002371,CUST00229,2022-01-13,Post-Purchase,,5,5,No,Mastercard
SRV002372,CUST00583,2024-07-14,Post-Purchase,,5,1,No,Debit
SRV002373,CUST00083,2023-09-03,NPS,0.0,5,1,Yes,Mastercard
SRV002374,CUST00166,2022-08-27,Post-Purchase,,4,5,Maybe,Debit
SRV002375,CUST00767,2023-04-30,NPS,2.0,5,1,Yes,Visa
SRV002376,CUST00085,2022-02-26,Post-Purchase,,5,2,No,Cash
SRV002377,CUST00773,2022-06-06,Post-Purchase,,5,1,Yes,Mastercard
SRV002378,CUST00377,2023-01-11,NPS,8.0,5,5,Yes,Debit
SRV002379,CUST00075,2023-07-23,Post-Purchase,,2,3,Yes,Cash
SRV002380,CUST00553,2022-04-24,NPS,9.0,5,2,Yes,Mastercard
SRV002381,CUST00138,2024-12-23,Post-Purchase,,3,4,Yes,Cash
SRV002382,CUST00588,2023-01-12,Annual,,2,4,Yes,Visa
SRV002383,CUST00270,2023-04-30,Post-Purchase,,4,1,Yes,Mastercard
SRV002384,CUST00572,2022-04-15,NPS,9.0,5,3,Maybe,Mastercard
SRV002385,CUST00449,2024-10-15,Annual,,5,3,Yes,Visa
SRV002386,CUST00997,2022-07-31,Post-Purchase,,5,2,Yes,Mastercard
SRV002387,CUST00297,2023-08-03,Post-Purchase,,4,4,Maybe,Visa
SRV002388,CUST00004,2024-12-01,Annual,,4,4,Maybe,Debit
SRV002389,CUST00917,2024-04-06,Annual,,3,4,No,Debit
SRV002390,CUST00709,2024-06-07,NPS,6.0,5,3,Yes,Mastercard
SRV002391,CUST00653,2022-10-17,Annual,,4,4,No,Visa
SRV002392,CUST00913,2022-04-06,Post-Purchase,,5,3,No,Visa
SRV002393,CUST00708,2022-11-12,Annual,,2,3,No,Debit
SRV002394,CUST00906,2023-12-14,Annual,,4,5,No,Mastercard
SRV002395,CUST00546,2022-02-07,Post-Purchase,,3,4,Yes,Visa
SRV002396,CUST00411,2023-05-17,Annual,,3,1,Yes,Visa
SRV002397,CUST00741,2024-03-02,Post-Purchase,,4,2,Maybe,Visa
SRV002398,CUST00353,2023-06-08,Annual,,3,5,No,Debit
SRV002399,CUST00723,2023-02-06,Annual,,4,2,Yes,Debit
SRV002400,CUST00011,2023-01-20,NPS,4.0,4,5,Yes,Debit
SRV002401,CUST00880,2022-03-31,Post-Purchase,,4,4,Yes,Visa
SRV002402,CUST00346,2024-01-21,Post-Purchase,,5,5,Maybe,Mastercard
SRV002403,CUST00791,2024-04-19,Post-Purchase,,2,4,Yes,Mastercard
SRV002404,CUST00627,2022-10-25,Annual,,4,5,Yes,Mastercard
SRV002405,CUST00276,2022-12-04,NPS,9.0,4,2,Yes,Mastercard
SRV002406,CUST00212,2023-06-01,NPS,8.0,4,3,Yes,Mastercard
SRV002407,CUST00076,2022-07-02,Post-Purchase,,4,4,No,Mastercard
SRV002408,CUST00597,2024-08-30,NPS,8.0,4,4,Yes,Cash
SRV002409,CUST00729,2024-06-18,Post-Purchase,,5,3,Yes,Mastercard
SRV002410,CUST00124,2022-05-12,Annual,,5,2,Yes,Mastercard
SRV002411,CUST00153,2023-09-06,Annual,,5,4,Yes,Mastercard
SRV002412,CUST00393,2023-01-13,Annual,,2,1,Yes,Visa
SRV002413,CUST00882,2023-08-31,NPS,7.0,5,5,Yes,Visa
SRV002414,CUST00933,2024-10-21,Post-Purchase,,4,3,Yes,Visa
SRV002415,CUST00338,2024-04-06,NPS,5.0,5,5,Maybe,Mastercard
SRV002416,CUST00921,2023-04-11,NPS,8.0,5,5,No,Debit
SRV002417,CUST00075,2023-04-11,Post-Purchase,,4,1,Yes,Cash
SRV002418,CUST00652,2023-10-02,Post-Purchase,,5,4,Yes,Mastercard
SRV002419,CUST00586,2022-08-11,NPS,7.0,4,2,Yes,Cash
SRV002420,CUST00324,2024-01-19,Annual,,4,5,Maybe,Mastercard
SRV002421,CUST00955,2023-04-15,Post-Purchase,,3,4,Yes,Visa
SRV002422,CUST00748,2022-09-19,NPS,9.0,3,2,Yes,Mastercard
SRV002423,CUST00743,2023-04-10,Post-Purchase,,4,1,Maybe,Mastercard
SRV002424,CUST00123,2024-06-18,Annual,,4,5,Maybe,Mastercard
SRV002425,CUST00714,2022-03-24,NPS,8.0,3,2,No,Debit
SRV002426,CUST00113,2023-03-17,NPS,7.0,4,4,No,Mastercard
SRV002427,CUST00868,2024-10-01,Post-Purchase,,3,4,Maybe,Mastercard
SRV002428,CUST00874,2024-05-22,Post-Purchase,,4,1,Yes,Mastercard
SRV002429,CUST00862,2024-03-13,Post-Purchase,,1,4,No,Debit
SRV002430,CUST00796,2024-10-03,Post-Purchase,,4,2,Yes,Debit
SRV002431,CUST00593,2022-01-22,Post-Purchase,,5,2,Yes,Mastercard
SRV002432,CUST00225,2023-10-11,Annual,,3,5,Yes,Visa
SRV002433,CUST00107,2023-03-08,NPS,5.0,3,3,Maybe,Cash
SRV002434,CUST00742,2024-02-20,Post-Purchase,,2,2,Yes,Visa
SRV002435,CUST00820,2023-10-27,NPS,9.0,2,5,Yes,Mastercard
SRV002436,CUST00104,2024-05-07,Post-Purchase,,5,5,Maybe,Visa
SRV002437,CUST00492,2024-01-23,Annual,,2,2,Yes,Debit
SRV002438,CUST00644,2024-10-07,Post-Purchase,,4,4,Maybe,Cash
SRV002439,CUST00969,2023-07-10,Post-Purchase,,2,3,Yes,Debit
SRV002440,CUST00663,2023-09-06,NPS,6.0,5,3,Yes,Mastercard
SRV002441,CUST00576,2024-01-02,Post-Purchase,,5,4,Yes,Debit
SRV002442,CUST00438,2024-05-31,Post-Purchase,,4,5,Yes,Cash
SRV002443,CUST00927,2024-01-30,Post-Purchase,,5,3,Yes,Visa
SRV002444,CUST00462,2022-01-27,Post-Purchase,,4,5,No,Visa
SRV002445,CUST00971,2022-09-15,Post-Purchase,,2,4,No,Debit
SRV002446,CUST00515,2022-12-07,Post-Purchase,,4,2,Yes,Debit
SRV002447,CUST00293,2023-03-10,Annual,,4,3,Yes,Visa
SRV002448,CUST00610,2023-10-30,Post-Purchase,,5,4,Yes,Gift Card
SRV002449,CUST00544,2023-04-21,NPS,4.0,3,4,Yes,Visa
SRV002450,CUST00099,2023-03-21,Post-Purchase,,5,3,No,Mastercard
SRV002451,CUST00518,2022-09-01,Post-Purchase,,5,3,Yes,Debit
SRV002452,CUST00429,2022-09-04,NPS,10.0,3,4,Yes,Debit
SRV002453,CUST00503,2023-06-28,NPS,7.0,3,2,Maybe,Debit
SRV002454,CUST00691,2023-01-19,Post-Purchase,,1,4,Yes,Visa
SRV002455,CUST00526,2023-11-26,Post-Purchase,,4,4,Yes,Visa
SRV002456,CUST00597,2022-03-26,Post-Purchase,,3,3,Maybe,Cash
SRV002457,CUST00113,2024-03-28,NPS,9.0,4,2,Yes,Mastercard
SRV002458,CUST00809,2023-02-04,NPS,9.0,5,4,Yes,Mastercard
SRV002459,CUST00379,2023-07-03,NPS,4.0,3,2,No,Debit
SRV002460,CUST00984,2022-07-20,Post-Purchase,,3,5,Yes,Debit
