engagement_id,customer_id,engagement_date,engagement_type,points_value,channel,session_duration_sec,conversion_flag
ENG002351,CUST00157,2024-03-08,Points Redeem,138,In-Store,0,0
ENG002352,CUST00396,2023-12-04,App Login,0,In-Store,1705,0
ENG002353,CUST00584,2024-10-10,Points Earn,79,In-Store,0,0
ENG002354,CUST00099,2024-11-06,Promo Click,0,In-Store,445,0
ENG002355,CUST00532,2022-08-25,Promo Click,0,Online,1479,0
ENG002356,CUST00523,2022-10-20,Points Redeem,62,In-Store,0,0
ENG002357,CUST00626,2024-07-27,Points Redeem,708,Online,0,0
ENG002358,CUST00131,2024-05-26,Points Redeem,127,Online,0,0
ENG002359,CUST00318,2022-06-13,Referral,0,In-Store,0,0
ENG002360,CUST00731,2022-07-13,App Login,0,In-Store,528,0
ENG002361,CUST00096,2023-07-16,Points Earn,145,Online,0,0
ENG002362,CUST00059,2023-06-29,Points Redeem,197,In-Store,0,0
ENG002363,CUST00510,2022-02-22,Promo Click,0,In-Store,1544,0
ENG002364,CUST00342,2024-01-18,Points Earn,543,In-Store,0,0
ENG002365,CUST00533,2023-12-15,Points Earn,320,In-Store,0,0
ENG002366,CUST00396,2024-04-25,Promo Click,0,Online,1153,0
ENG002367,CUST00098,2023-09-13,Points Earn,44,In-Store,0,0
ENG002368,CUST00509,2023-10-22,App Login,0,Online,1233,0
ENG002369,CUST00447,2024-05-26,Promo Click,0,In-Store,886,0
ENG002370,CUST00543,2024-04-13,Points Earn,135,In-Store,0,0
ENG002371,CUST00541,2022-11-04,Points Redeem,187,Mobile App,0,0
ENG002372,CUST00477,2024-12-19,Points Redeem,625,In-Store,0,0
ENG002373,CUST00809,2022-01-15,Referral,0,Mobile App,0,0
ENG002374,CUST00366,2024-01-09,Points Redeem,638,Online,0,0
ENG002375,CUST00985,2023-02-10,Promo Click,0,Online,1420,1
ENG002376,CUST00707,2022-03-06,Points Earn,234,In-Store,0,0
ENG002377,CUST00387,2023-01-25,App Login,0,Mobile App,779,0
ENG002378,CUST00412,2022-12-05,Referral,0,In-Store,0,0
ENG002379,CUST00229,2024-03-04,Points Redeem,131,Online,0,0
ENG002380,CUST00325,2024-05-14,App Login,0,In-Store,38,0
ENG002381,CUST00672,2023-05-18,Referral,0,In-Store,0,0
ENG002382,CUST00880,2022-10-22,Points Earn,77,Mobile App,0,0
ENG002383,CUST00291,2024-08-21,Points Redeem,691,In-Store,0,0
ENG002384,CUST00041,2022-10-11,Promo Click,0,In-Store,1635,0
ENG002385,CUST00108,2024-08-05,App Login,0,Mobile App,507,0
ENG002386,CUST00491,2023-04-24,Points Earn,781,Online,0,0
ENG002387,CUST00118,2023-06-24,App Login,0,In-Store,1090,0
ENG002388,CUST00251,2024-09-22,Promo Click,0,Mobile App,78,0
ENG002389,CUST00176,2023-06-21,Points Redeem,101,Online,0,0
ENG002390,CUST00692,2022-03-30,Points Earn,743,In-Store,0,0
ENG002391,CUST00319,2022-03-19,Points Redeem,193,Mobile App,0,0
ENG002392,CUST00343,2022-06-14,Promo Click,0,Online,963,1
ENG002393,CUST00490,2024-07-27,Points Redeem,20,In-Store,0,0
ENG002394,CUST00684,2024-04-22,Promo Click,0,Mobile App,1083,0
ENG002395,CUST00654,2023-09-05,Points Redeem,697,Mobile App,0,0
ENG002396,CUST00186,2024-04-24,Promo Click,0,Mobile App,1728,0
ENG002397,CUST00799,2022-06-11,Promo Click,0,Mobile App,897,0
ENG002398,CUST00510,2022-04-15,Points Earn,257,In-Store,0,0
ENG002399,CUST00584,2023-10-29,Referral,0,In-Store,0,0
ENG002400,CUST00235,2023-09-28,Points Earn,162,Online,0,0
ENG002401,CUST00224,2023-07-28,Points Redeem,341,Mobile App,0,0
ENG002402,CUST00812,2024-05-02,Referral,0,Online,0,0
ENG002403,CUST00997,2024-08-29,Promo Click,0,In-Store,604,0
ENG002404,CUST00803,2023-01-11,Points Earn,438,In-Store,0,0
ENG002405,CUST00636,2022-01-21,Points Redeem,66,Online,0,0
ENG002406,CUST00307,2023-03-31,Promo Click,0,Online,1344,0
ENG002407,CUST00899,2022-06-03,Points Earn,167,Mobile App,0,0
ENG002408,CUST00430,2022-03-19,Points Redeem,144,Online,0,0
ENG002409,CUST00739,2023-08-10,Promo Click,0,Mobile App,1660,0
ENG002410,CUST00791,2024-05-10,Points Redeem,702,Mobile App,0,0
ENG002411,CUST00222,2024-03-09,Points Redeem,555,In-Store,0,0
ENG002412,CUST00606,2023-12-16,Points Earn,86,Mobile App,0,0
ENG002413,CUST00649,2024-12-02,Points Redeem,252,Mobile App,0,0
ENG002414,CUST00373,2023-08-02,App Login,0,In-Store,342,0
ENG002415,CUST00003,2023-12-09,Points Earn,29,Online,0,0
ENG002416,CUST00848,2022-05-07,Points Redeem,26,Mobile App,0,0
ENG002417,CUST00388,2022-02-07,Referral,0,Mobile App,0,0
ENG002418,CUST00485,2023-10-30,Referral,0,In-Store,0,0
ENG002419,CUST00584,2024-12-14,Promo Click,0,In-Store,1290,0
ENG002420,CUST00842,2024-01-26,Points Redeem,90,In-Store,0,0
ENG002421,CUST00288,2023-12-19,Promo Click,0,Online,278,1
ENG002422,CUST00416,2023-08-14,Points Redeem,615,In-Store,0,0
ENG002423,CUST00171,2024-07-07,Points Redeem,592,In-Store,0,0
ENG002424,CUST00460,2024-05-22,Points Redeem,497,Online,0,0
ENG002425,CUST00612,2022-06-19,Promo Click,0,In-Store,847,1
ENG002426,CUST00575,2022-08-07,Points Earn,140,In-Store,0,0
ENG002427,CUST00204,2023-11-09,Points Earn,620,In-Store,0,0
ENG002428,CUST00902,2022-10-24,App Login,0,Mobile App,1117,0
ENG002429,CUST00787,2024-05-17,Points Redeem,177,In-Store,0,0
ENG002430,CUST00270,2022-12-04,Points Earn,360,Online,0,0
ENG002431,CUST00369,2022-04-23,Points Redeem,312,In-Store,0,0
ENG002432,CUST00256,2022-01-09,Promo Click,0,In-Store,773,1
ENG002433,CUST00508,2022-02-02,Points Earn,731,Online,0,0
ENG002434,CUST00466,2022-07-19,Points Redeem,71,In-Store,0,0
ENG002435,CUST00092,2022-02-17,Points Earn,24,Mobile App,0,0
ENG002436,CUST00764,2022-11-20,Points Earn,271,In-Store,0,0
ENG002437,CUST00086,2024-12-01,Points Earn,51,In-Store,0,0
ENG002438,CUST00070,2022-05-10,Points Redeem,43,Online,0,0
ENG002439,CUST00755,2024-10-02,Points Redeem,81,Online,0,0
ENG002440,CUST00258,2022-12-19,Points Earn,169,In-Store,0,0
ENG002441,CUST00934,2022-05-06,Promo Click,0,Mobile App,114,0
ENG002442,CUST00541,2024-12-30,Points Earn,438,Online,0,0
ENG002443,CUST00824,2023-01-05,App Login,0,Online,781,0
ENG002444,CUST00741,2024-06-04,Points Redeem,191,Mobile App,0,0
ENG002445,CUST00973,2024-06-22,Promo Click,0,In-Store,1098,1
ENG002446,CUST00451,2024-12-12,Points Earn,695,Mobile App,0,0
ENG002447,CUST00472,2022-06-10,Referral,0,Mobile App,0,0
ENG002448,CUST00143,2023-11-14,App Login,0,In-Store,887,0
ENG002449,CUST00838,2023-09-14,Points Earn,55,In-Store,0,0
ENG002450,CUST00687,2023-05-14,App Login,0,Online,1776,0
ENG002451,CUST00644,2022-06-15,Points Redeem,152,In-Store,0,0
ENG002452,CUST00626,2024-11-29,Points Earn,745,Online,0,0
ENG002453,CUST00098,2022-03-02,Points Redeem,182,Mobile App,0,0
ENG002454,CUST00652,2024-12-24,Points Earn,103,In-Store,0,0
ENG002455,CUST00182,2023-08-19,Promo Click,0,Online,980,1
ENG002456,CUST00902,2023-08-10,Promo Click,0,Mobile App,711,0
ENG002457,CUST00409,2023-07-06,Promo Click,0,In-Store,986,1
ENG002458,CUST00276,2022-01-08,Promo Click,0,In-Store,716,0
ENG002459,CUST00108,2024-01-05,Promo Click,0,Online,807,1
ENG002460,CUST00779,2022-08-23,Promo Click,0,Mobile App,310,0
ENG002461,CUST00780,2024-08-29,Promo Click,0,Mobile App,1116,0
ENG002462,CUST00278,2024-05-15,Points Earn,764,In-Store,0,0
ENG002463,CUST00747,2023-10-31,App Login,0,Mobile App,1700,0
ENG002464,CUST00750,2023-03-24,Points Earn,78,Mobile App,0,0
ENG002465,CUST00703,2022-05-13,Points Redeem,112,Online,0,0
ENG002466,CUST00166,2023-02-25,Points Redeem,83,Online,0,0
ENG002467,CUST00368,2023-06-07,Points Earn,782,In-Store,0,0
ENG002468,CUST00013,2024-06-18,App Login,0,In-Store,558,0
ENG002469,CUST00394,2023-03-25,Promo Click,0,In-Store,875,0
ENG002470,CUST00151,2022-12-24,Points Earn,559,In-Store,0,0
ENG002471,CUST00277,2023-07-29,Points Earn,233,Mobile App,0,0
ENG002472,CUST00582,2024-03-10,Points Earn,315,In-Store,0,0
ENG002473,CUST00866,2024-01-01,Points Earn,61,In-Store,0,0
ENG002474,CUST00616,2022-04-20,Points Redeem,47,Online,0,0
ENG002475,CUST00467,2022-04-01,Points Earn,387,In-Store,0,0
ENG002476,CUST00460,2022-01-20,Points Redeem,122,In-Store,0,0
ENG002477,CUST00663,2022-04-11,Points Redeem,583,In-Store,0,0
ENG002478,CUST00370,2024-06-23,Points Redeem,131,Online,0,0
ENG002479,CUST00986,2024-12-25,Points Earn,452,In-Store,0,0
ENG002480,CUST00995,2024-09-13,Points Redeem,492,Online,0,0
ENG002481,CUST00436,2023-01-25,Points Redeem,608,Online,0,0
ENG002482,CUST00451,2023-09-25,Promo Click,0,In-Store,278,1
ENG002483,CUST00130,2023-04-16,App Login,0,In-Store,1308,0
ENG002484,CUST00880,2022-10-07,Points Redeem,60,In-Store,0,0
ENG002485,CUST00060,2023-09-26,App Login,0,In-Store,1723,0
ENG002486,CUST00724,2024-10-14,App Login,0,In-Store,1128,0
ENG002487,CUST00769,2024-11-09,App Login,0,Mobile App,228,0
ENG002488,CUST00272,2023-07-05,Points Earn,724,In-Store,0,0
ENG002489,CUST00204,2023-10-27,Points Redeem,533,Mobile App,0,0
ENG002490,CUST00030,2023-10-04,App Login,0,Online,1636,0
ENG002491,CUST00436,2024-06-22,Points Redeem,745,Mobile App,0,0
ENG002492,CUST00242,2024-01-14,Referral,0,In-Store,0,0
ENG002493,CUST00655,2024-04-28,App Login,0,Mobile App,948,0
ENG002494,CUST00387,2023-01-06,App Login,0,Online,1141,0
ENG002495,CUST00379,2023-03-10,Points Earn,86,Mobile App,0,0
ENG002496,CUST00919,2022-01-08,Points Earn,93,Mobile App,0,0
ENG002497,CUST00810,2024-05-11,Points Redeem,110,In-Store,0,0
ENG002498,CUST00959,2023-11-13,Promo Click,0,Online,1563,1
ENG002499,CUST00028,2023-06-02,Points Earn,96,Online,0,0
ENG002500,CUST00510,2024-03-10,Points Redeem,271,In-Store,0,0
ENG002501,CUST00367,2023-11-15,Points Earn,239,Mobile App,0,0
ENG002502,CUST00728,2024-05-16,Points Earn,141,In-Store,0,0
ENG002503,CUST00192,2023-02-03,Points Redeem,346,In-Store,0,0
ENG002504,CUST00314,2024-07-24,Promo Click,0,In-Store,966,0
ENG002505,CUST00940,2023-06-20,Points Earn,726,In-Store,0,0
ENG002506,CUST00245,2024-07-01,App Login,0,In-Store,738,0
ENG002507,CUST00134,2023-09-05,Points Earn,230,In-Store,0,0
ENG002508,CUST00083,2023-02-15,Promo Click,0,Mobile App,1751,1
ENG002509,CUST00895,2023-04-30,Points Redeem,688,In-Store,0,0
ENG002510,CUST00601,2023-07-05,Promo Click,0,In-Store,1679,0
ENG002511,CUST00182,2023-12-27,Promo Click,0,In-Store,1142,0
ENG002512,CUST00033,2024-02-14,Referral,0,Online,0,0
ENG002513,CUST00923,2024-12-23,Points Earn,161,Online,0,0
ENG002514,CUST00875,2022-06-19,Points Earn,416,Mobile App,0,0
ENG002515,CUST00649,2022-09-12,App Login,0,In-Store,962,0
ENG002516,CUST00874,2022-10-20,Points Redeem,702,In-Store,0,0
ENG002517,CUST00884,2022-04-25,Points Redeem,189,In-Store,0,0
ENG002518,CUST00475,2022-03-26,Referral,0,In-Store,0,0
ENG002519,CUST00959,2023-01-14,Promo Click,0,Mobile App,338,0
ENG002520,CUST00101,2023-06-18,Promo Click,0,In-Store,1086,1
ENG002521,CUST00702,2023-09-07,Points Earn,648,Online,0,0
ENG002522,CUST00110,2022-03-24,App Login,0,Mobile App,1610,0
ENG002523,CUST00599,2022-02-15,App Login,0,In-Store,665,0
ENG002524,CUST00213,2024-10-13,Points Redeem,46,Mobile App,0,0
ENG002525,CUST00374,2023-08-21,Points Redeem,759,Online,0,0
ENG002526,CUST00639,2024-01-25,Promo Click,0,In-Store,1750,1
ENG002527,CUST00183,2022-10-09,Points Redeem,155,Mobile App,0,0
ENG002528,CUST00238,2024-11-27,Points Earn,146,In-Store,0,0
ENG002529,CUST00239,2024-12-09,Points Earn,555,In-Store,0,0
ENG002530,CUST00748,2024-01-09,Promo Click,0,In-Store,694,0
ENG002531,CUST00045,2023-11-12,App Login,0,Mobile App,227,0
ENG002532,CUST00060,2023-02-17,Promo Click,0,In-Store,506,0
ENG002533,CUST00117,2022-05-24,Points Redeem,394,Online,0,0
ENG002534,CUST00672,2023-10-11,Points Earn,496,Online,0,0
ENG002535,CUST00363,2023-03-06,App Login,0,In-Store,1176,0
ENG002536,CUST00662,2024-12-14,App Login,0,In-Store,1559,0
ENG002537,CUST00630,2024-03-14,Points Redeem,104,Online,0,0
ENG002538,CUST00474,2022-08-16,Points Earn,155,In-Store,0,0
ENG002539,CUST00369,2023-04-24,Points Redeem,505,Mobile App,0,0
ENG002540,CUST00343,2024-10-31,Points Earn,167,In-Store,0,0
ENG002541,CUST00280,2022-09-08,Points Redeem,139,In-Store,0,0
ENG002542,CUST00459,2023-10-22,App Login,0,In-Store,926,0
ENG002543,CUST00919,2022-12-06,Points Earn,56,Online,0,0
ENG002544,CUST00176,2023-10-07,Points Redeem,196,Mobile App,0,0
ENG002545,CUST00643,2024-01-02,Promo Click,0,Mobile App,431,0
ENG002546,CUST00119,2022-02-18,Points Redeem,123,In-Store,0,0
ENG002547,CUST00509,2022-08-02,Promo Click,0,Online,422,1
ENG002548,CUST00789,2022-05-02,App Login,0,In-Store,214,0
ENG002549,CUST00973,2022-08-22,Referral,0,In-Store,0,0
ENG002550,CUST00186,2024-05-12,Promo Click,0,Online,655,1
ENG002551,CUST00936,2023-10-13,Points Redeem,246,Mobile App,0,0
ENG002552,CUST00992,2024-04-18,App Login,0,Online,743,0
ENG002553,CUST00873,2022-10-28,Points Earn,157,Mobile App,0,0
ENG002554,CUST00025,2022-12-06,Points Redeem,507,In-Store,0,0
ENG002555,CUST00531,2022-06-19,Points Earn,325,In-Store,0,0
ENG002556,CUST00442,2023-01-18,App Login,0,In-Store,1404,0
ENG002557,CUST00828,2022-10-02,Points Redeem,36,In-Store,0,0
ENG002558,CUST00101,2022-03-26,Points Earn,92,Mobile App,0,0
ENG002559,CUST00794,2024-08-23,App Login,0,Mobile App,1378,0
ENG002560,CUST00377,2023-10-27,Points Earn,97,In-Store,0,0
ENG002561,CUST00124,2022-08-31,Points Redeem,743,Online,0,0
ENG002562,CUST00915,2024-09-12,Promo Click,0,Mobile App,397,1
ENG002563,CUST00402,2022-07-01,Points Earn,82,In-Store,0,0
ENG002564,CUST00608,2023-03-04,Points Redeem,268,In-Store,0,0
ENG002565,CUST00681,2022-05-28,Points Redeem,182,In-Store,0,0
ENG002566,CUST00123,2022-01-27,App Login,0,In-Store,1594,0
ENG002567,CUST00281,2022-01-05,App Login,0,In-Store,702,0
ENG002568,CUST00463,2022-05-05,Points Redeem,169,In-Store,0,0
ENG002569,CUST00060,2024-07-25,App Login,0,In-Store,379,0
ENG002570,CUST00124,2022-12-30,Points Earn,785,In-Store,0,0
ENG002571,CUST00481,2022-12-09,Referral,0,Online,0,0
ENG002572,CUST00670,2022-02-16,Points Redeem,35,In-Store,0,0
ENG002573,CUST00906,2024-03-18,Points Earn,576,Online,0,0
ENG002574,CUST00719,2024-06-17,Points Earn,176,Online,0,0
ENG002575,CUST00254,2024-07-01,Points Redeem,200,In-Store,0,0
ENG002576,CUST00252,2023-09-21,Points Earn,164,In-Store,0,0
ENG002577,CUST00967,2022-04-19,Promo Click,0,Mobile App,922,1
ENG002578,CUST00867,2023-10-03,Promo Click,0,Online,502,0
ENG002579,CUST00976,2023-02-25,App Login,0,Online,595,0
ENG002580,CUST00582,2023-08-01,Points Redeem,87,In-Store,0,0
ENG002581,CUST00518,2023-04-02,Points Earn,180,In-Store,0,0
ENG002582,CUST00562,2024-06-15,Points Earn,210,Online,0,0
ENG002583,CUST00220,2022-02-20,Points Earn,176,In-Store,0,0
ENG002584,CUST00404,2024-04-28,Points Earn,333,In-Store,0,0
ENG002585,CUST00469,2023-04-14,Promo Click,0,In-Store,1399,0
ENG002586,CUST00460,2024-01-15,Points Earn,707,In-Store,0,0
ENG002587,CUST00186,2022-07-31,Promo Click,0,Online,1533,1
ENG002588,CUST00635,2022-03-01,Referral,0,Online,0,0
ENG002589,CUST00296,2022-08-25,Points Earn,144,Online,0,0
ENG002590,CUST00389,2024-05-15,Promo Click,0,In-Store,816,0
ENG002591,CUST00710,2024-06-30,Points Redeem,194,Online,0,0
ENG002592,CUST00659,2022-01-09,Promo Click,0,Online,1084,0
ENG002593,CUST00983,2022-08-04,Points Redeem,32,Online,0,0
ENG002594,CUST00641,2024-07-16,Points Earn,52,Mobile App,0,0
ENG002595,CUST00683,2024-06-21,App Login,0,In-Store,1486,0
ENG002596,CUST00293,2023-01-12,Promo Click,0,Online,448,0
ENG002597,CUST00884,2024-05-04,Promo Click,0,In-Store,87,1
ENG002598,CUST00347,2024-10-25,Points Earn,513,Mobile App,0,0
ENG002599,CUST00611,2024-03-17,Points Earn,261,Mobile App,0,0
ENG002600,CUST00548,2022-05-04,Promo Click,0,In-Store,1169,1
ENG002601,CUST00482,2024-06-01,Points Redeem,53,Online,0,0
ENG002602,CUST00861,2023-12-02,Points Earn,652,Online,0,0
ENG002603,CUST00553,2023-08-10,Promo Click,0,Mobile App,1678,1
ENG002604,CUST00132,2024-03-20,Referral,0,Online,0,0
ENG002605,CUST00958,2024-05-25,Promo Click,0,In-Store,627,0
ENG002606,CUST00426,2024-11-22,Promo Click,0,In-Store,734,0
ENG002607,CUST00996,2022-11-26,App Login,0,In-Store,71,0
ENG002608,CUST00189,2024-05-27,Points Earn,107,Online,0,0
ENG002609,CUST00738,2022-07-17,Promo Click,0,Mobile App,1383,0
ENG002610,CUST00962,2023-11-28,Referral,0,Online,0,0
ENG002611,CUST00373,2022-01-08,Points Earn,294,In-Store,0,0
ENG002612,CUST00230,2022-09-01,Referral,0,In-Store,0,0
ENG002613,CUST00788,2024-09-15,Points Earn,91,In-Store,0,0
ENG002614,CUST00504,2023-09-22,Referral,0,Mobile App,0,0
ENG002615,CUST00233,2023-06-08,Points Earn,45,Online,0,0
ENG002616,CUST00498,2023-11-21,Points Earn,582,In-Store,0,0
ENG002617,CUST00464,2024-05-29,Points Redeem,359,In-Store,0,0
ENG002618,CUST00620,2024-12-19,Points Earn,255,Mobile App,0,0
ENG002619,CUST00357,2022-09-20,Promo Click,0,In-Store,668,1
ENG002620,CUST00041,2024-07-16,App Login,0,In-Store,474,0
ENG002621,CUST00159,2022-04-19,Promo Click,0,Online,1519,0
ENG002622,CUST00281,2023-08-03,Points Redeem,427,Online,0,0
ENG002623,CUST00947,2022-12-30,Promo Click,0,In-Store,613,0
ENG002624,CUST00959,2024-05-07,Promo Click,0,Online,1263,0
ENG002625,CUST00137,2024-08-13,Points Earn,50,In-Store,0,0
ENG002626,CUST00914,2023-05-19,App Login,0,In-Store,283,0
ENG002627,CUST00728,2022-06-07,App Login,0,In-Store,1322,0
ENG002628,CUST00323,2024-08-04,Points Redeem,382,In-Store,0,0
ENG002629,CUST00249,2024-11-22,App Login,0,In-Store,1510,0
ENG002630,CUST00323,2024-09-17,Referral,0,In-Store,0,0
ENG002631,CUST00442,2023-01-22,Points Earn,228,Mobile App,0,0
ENG002632,CUST00477,2023-07-06,Points Earn,198,In-Store,0,0
ENG002633,CUST00812,2023-09-22,Promo Click,0,Mobile App,899,1
ENG002634,CUST00704,2022-01-07,Points Earn,92,Online,0,0
ENG002635,CUST00014,2023-04-04,Points Earn,585,Online,0,0
ENG002636,CUST00422,2023-10-23,Points Redeem,598,In-Store,0,0
ENG002637,CUST00321,2024-01-14,Points Earn,138,Online,0,0
ENG002638,CUST00762,2022-03-10,Points Earn,72,Mobile App,0,0
ENG002639,CUST00390,2023-04-02,Points Redeem,119,In-Store,0,0
ENG002640,CUST00361,2022-11-25,Promo Click,0,Online,1672,1
ENG002641,CUST00489,2023-10-29,Points Earn,272,In-Store,0,0
ENG002642,CUST00890,2022-08-19,App Login,0,Online,783,0
ENG002643,CUST00408,2022-01-24,Points Earn,153,In-Store,0,0
ENG002644,CUST00722,2023-11-25,Promo Click,0,In-Store,1188,0
ENG002645,CUST00611,2024-05-22,Referral,0,Mobile App,0,0
ENG002646,CUST00126,2022-08-28,Points Earn,54,Online,0,0
ENG002647,CUST00224,2022-07-30,Promo Click,0,In-Store,960,0
ENG002648,CUST00255,2024-07-04,Promo Click,0,Online,1179,0
ENG002649,CUST00071,2024-11-08,Points Earn,72,Online,0,0
ENG002650,CUST00617,2024-01-26,Points Earn,622,In-Store,0,0
ENG002651,CUST00504,2023-05-27,Promo Click,0,Online,895,0
ENG002652,CUST00524,2024-05-16,Promo Click,0,In-Store,542,1
ENG002653,CUST00514,2023-08-22,Promo Click,0,Mobile App,1761,0
ENG002654,CUST00467,2024-10-21,Points Redeem,190,Online,0,0
ENG002655,CUST00195,2023-08-19,Points Redeem,493,In-Store,0,0
ENG002656,CUST00103,2023-04-12,Points Redeem,44,Mobile App,0,0
ENG002657,CUST00954,2023-02-09,Promo Click,0,In-Store,796,1
ENG002658,CUST00306,2022-02-03,Points Earn,119,In-Store,0,0
ENG002659,CUST00148,2024-03-14,App Login,0,In-Store,1443,0
ENG002660,CUST00060,2024-10-28,Promo Click,0,In-Store,466,1
ENG002661,CUST00062,2022-01-29,Points Earn,533,In-Store,0,0
ENG002662,CUST00266,2023-02-10,Promo Click,0,In-Store,1699,1
ENG002663,CUST00258,2022-01-30,Referral,0,Online,0,0
ENG002664,CUST00167,2022-10-23,Points Earn,538,Mobile App,0,0
ENG002665,CUST00861,2024-05-29,Promo Click,0,In-Store,1554,0
ENG002666,CUST00140,2022-01-10,Points Earn,460,Online,0,0
ENG002667,CUST00346,2022-07-27,Promo Click,0,In-Store,1062,1
ENG002668,CUST00045,2022-04-05,Points Earn,320,In-Store,0,0
ENG002669,CUST00248,2022-09-22,Points Earn,117,In-Store,0,0
ENG002670,CUST00303,2024-10-28,App Login,0,In-Store,1174,0
ENG002671,CUST00069,2023-08-20,Points Redeem,111,Mobile App,0,0
ENG002672,CUST00323,2022-10-19,Points Earn,304,In-Store,0,0
ENG002673,CUST00006,2022-12-18,Points Earn,325,In-Store,0,0
ENG002674,CUST00961,2022-11-29,Promo Click,0,In-Store,1452,0
ENG002675,CUST00313,2022-07-19,App Login,0,In-Store,1252,0
ENG002676,CUST00190,2023-07-11,Promo Click,0,In-Store,1409,1
ENG002677,CUST00686,2022-05-23,Promo Click,0,In-Store,617,0
ENG002678,CUST00149,2024-12-21,Points Redeem,335,In-Store,0,0
ENG002679,CUST00623,2023-08-27,Referral,0,In-Store,0,0
ENG002680,CUST00305,2023-07-14,Points Redeem,798,In-Store,0,0
ENG002681,CUST00200,2024-07-09,Promo Click,0,Mobile App,923,0
ENG002682,CUST00724,2023-10-28,Points Redeem,78,In-Store,0,0
ENG002683,CUST00943,2024-11-12,Promo Click,0,In-Store,840,0
ENG002684,CUST00722,2022-08-13,Promo Click,0,In-Store,1398,0
ENG002685,CUST00893,2023-12-27,Points Redeem,88,Online,0,0
ENG002686,CUST00719,2024-08-10,Referral,0,In-Store,0,0
ENG002687,CUST00224,2022-04-06,Points Earn,354,Online,0,0
ENG002688,CUST00136,2022-04-05,Referral,0,Mobile App,0,0
ENG002689,CUST00121,2022-01-24,App Login,0,Mobile App,405,0
ENG002690,CUST00008,2024-06-14,Promo Click,0,Online,1645,0
ENG002691,CUST00819,2024-12-09,Points Redeem,183,Online,0,0
ENG002692,CUST00668,2024-11-22,Promo Click,0,Online,1512,1
ENG002693,CUST00306,2024-12-24,Promo Click,0,Mobile App,430,1
ENG002694,CUST00348,2023-04-20,Points Redeem,157,Mobile App,0,0
ENG002695,CUST00318,2023-12-09,Points Earn,27,In-Store,0,0
ENG002696,CUST00820,2024-10-08,Points Earn,114,Online,0,0
ENG002697,CUST00684,2023-09-12,Promo Click,0,Online,428,1
ENG002698,CUST00450,2024-11-27,Promo Click,0,In-Store,147,0
ENG002699,CUST00637,2022-04-14,Referral,0,In-Store,0,0
ENG002700,CUST00409,2024-11-19,Points Earn,125,Online,0,0
ENG002701,CUST00131,2024-04-01,Points Earn,199,Online,0,0
ENG002702,CUST00385,2022-05-07,App Login,0,Mobile App,503,0
ENG002703,CUST00657,2024-12-10,Referral,0,Online,0,0
ENG002704,CUST00558,2022-12-29,App Login,0,In-Store,931,0
ENG002705,CUST00976,2023-04-15,App Login,0,Online,731,0
ENG002706,CUST00099,2022-01-11,Points Earn,538,Mobile App,0,0
ENG002707,CUST00362,2024-11-30,Promo Click,0,In-Store,211,0
ENG002708,CUST00096,2023-08-16,Points Redeem,95,Online,0,0
ENG002709,CUST00468,2023-08-08,App Login,0,Online,726,0
ENG002710,CUST00558,2024-09-11,Promo Click,0,In-Store,1556,1
ENG002711,CUST00977,2022-06-11,Points Redeem,322,Online,0,0
ENG002712,CUST00992,2024-01-31,Points Redeem,605,Mobile App,0,0
ENG002713,CUST00517,2024-02-15,Points Earn,196,In-Store,0,0
ENG002714,CUST00019,2024-05-29,Promo Click,0,In-Store,1232,0
ENG002715,CUST00352,2024-04-19,Points Earn,51,Online,0,0
ENG002716,CUST00118,2022-09-25,Points Redeem,561,In-Store,0,0
ENG002717,CUST00241,2022-12-15,Points Earn,122,In-Store,0,0
ENG002718,CUST00604,2023-02-01,Points Redeem,636,In-Store,0,0
ENG002719,CUST00319,2022-06-25,Points Earn,84,In-Store,0,0
ENG002720,CUST00355,2023-03-02,App Login,0,In-Store,244,0
ENG002721,CUST00510,2022-02-19,Points Earn,180,In-Store,0,0
ENG002722,CUST00298,2022-11-18,Points Redeem,180,Mobile App,0,0
ENG002723,CUST00624,2023-07-27,App Login,0,In-Store,152,0
ENG002724,CUST00778,2024-03-08,Points Earn,154,Online,0,0
ENG002725,CUST00254,2022-11-29,App Login,0,In-Store,1348,0
ENG002726,CUST00904,2022-10-15,Points Earn,145,Mobile App,0,0
ENG002727,CUST00899,2024-12-14,App Login,0,Online,1244,0
ENG002728,CUST00134,2022-06-28,App Login,0,In-Store,855,0
ENG002729,CUST00986,2023-12-27,App Login,0,In-Store,180,0
ENG002730,CUST00840,2022-04-04,Points Earn,143,In-Store,0,0
ENG002731,CUST00039,2023-02-16,App Login,0,In-Store,1348,0
ENG002732,CUST00533,2024-07-08,Referral,0,In-Store,0,0
ENG002733,CUST00262,2022-02-12,Referral,0,In-Store,0,0
ENG002734,CUST00509,2023-10-19,Points Earn,583,In-Store,0,0
ENG002735,CUST00976,2022-04-25,Points Redeem,402,In-Store,0,0
ENG002736,CUST00805,2023-07-12,Points Redeem,56,Online,0,0
ENG002737,CUST00389,2023-02-04,Promo Click,0,Mobile App,644,1
ENG002738,CUST00495,2022-04-12,Promo Click,0,Online,217,0
ENG002739,CUST00955,2023-07-19,Promo Click,0,Online,1436,0
ENG002740,CUST00764,2023-07-08,Points Redeem,495,Online,0,0
ENG002741,CUST00214,2024-10-13,Points Redeem,137,Online,0,0
